id,name,age,position,Current Club,nationality,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
1032,N_Ofoborh,21,Midfielder,AFC Bournemouth,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1033,O_Zinchenko,24,Midfielder,Manchester City,Ukraine,1153,613,540,14,8,6,0,0,0,3,2,1,0,0,10,6,4,4,2,2,1,0,0.23,0.23,0,0,0,0,0.31,288,82,1153,384,0.08,284,50,-1,20
1034,O_Skipp,20,Midfielder,Tottenham Hotspur,England,216,191,25,8,6,2,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,-1,-1,-1,16
1035,O_Giroud,34,Forward,Chelsea,France,832,446,386,27,14,13,2,1,1,4,3,1,0,0,12,7,5,4,1,3,1,0,0.65,0.43,0.22,0.2,0.23,416,0.43,208,31,832,208,0.11,86,7,-1,12
1036,O_Wilfred_Ndidi,24,Midfielder,Leicester City,Nigeria,3299,1624,1675,38,19,19,2,2,0,0,0,0,0,0,10,6,4,42,18,24,8,0,0.05,0,0.05,0.11,0,1650,1.15,79,87,412,0,0.22,218,332,-1,9
1037,O_Romeu,29,Midfielder,Southampton,Spain,2140,1110,1030,31,16,15,1,1,0,0,0,0,0,0,6,3,3,32,16,16,11,0,0.04,0,0.04,0.08,0,2140,1.35,67,69,195,0,0.46,244,371,-1,9
1038,O_Niasse,30,Forward,Cardiff City,Senegal,998,435,563,18,8,10,0,0,0,0,0,0,0,0,3,2,1,12,5,7,0,0,0,0,0,0,0,0,1.08,83,55,0,0,0,415,388,-1,13
1039,P_Zabaleta,35,Defender,West Ham United,Argentina,2092,1216,876,26,14,12,0,0,0,1,1,0,0,0,4,2,2,32,22,10,4,0,0.04,0.04,0,0,0,0,1.38,65,80,523,2092,0.17,370,223,99,23
1040,P_N'Diaye_SouarÃ©,30,Defender,Crystal Palace,Senegal,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1041,P_GroÃŸ,29,Midfielder,Brighton & Hove Albion,Germany,1878,993,885,25,13,12,3,2,1,3,1,2,1,1,3,2,1,31,16,15,1,0,0.29,0.14,0.14,0.18,0.1,626,1.49,61,75,1878,626,0.05,126,104,-1,4
1042,P_van_Aanholt,30,Defender,Crystal Palace,Netherlands,3198,1703,1495,36,19,17,3,2,1,2,0,2,0,0,12,7,5,41,19,22,3,0,0.14,0.06,0.08,0.11,0.06,1066,1.15,78,89,1066,1599,0.08,184,199,53,6
1043,P_Dummett,29,Defender,Newcastle United,Wales,1986,979,1007,26,13,13,0,0,0,0,0,0,0,0,9,3,6,27,15,12,1,0,0,0,0,0,0,0,1.22,74,76,1986,0,0.05,347,269,69,22
1044,P_Pogba,27,Midfielder,Manchester United,France,3011,1517,1494,35,18,17,13,10,3,9,4,5,7,3,7,2,5,41,20,21,6,0,0.66,0.27,0.39,0.59,0.18,232,1.23,73,86,502,335,0.18,37,30,-1,1
1045,P_Dino_Gazzaniga,29,Goalkeeper,Tottenham Hotspur,Argentina,270,0,270,3,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.33,270,90,0,0,0,-1,-1,-1,15
1046,P_Obiang,28,Midfielder,West Ham United,Equatorial Guinea,1121,609,512,24,13,11,0,0,0,1,0,1,0,0,7,4,3,17,9,8,0,0,0.08,0.08,0,0,0,0,1.36,66,47,0,1121,0,371,168,-1,22
1047,P_Rodriguez,33,Midfielder,Chelsea,Spain,1780,958,822,31,15,16,8,6,2,2,2,0,0,0,11,7,4,18,7,11,2,0,0.51,0.1,0.4,0.56,0.22,223,0.91,99,57,890,890,0.1,35,144,-1,2
1048,P_Crouch,39,Forward,Burnley,England,86,56,30,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,86,0,1.05,-1,-1,-1,23
1049,P_ÄŒech,38,Goalkeeper,Arsenal,Czech Republic,585,315,270,7,4,3,0,0,0,0,0,0,0,0,2,2,0,8,3,5,0,0,0,0,0,0,0,0,1.23,73,84,0,0,0,384,377,71,20
1050,P_Bardsley,35,Defender,Burnley,Scotland,1672,900,772,19,10,9,0,0,0,0,0,0,0,0,4,3,1,22,11,11,9,0,0,0,0,0,0,0,1.18,76,88,186,0,0.48,383,355,62,17
1051,P_Jagielka,38,Defender,Everton,England,329,95,234,7,3,4,1,1,0,0,0,0,0,0,5,3,2,2,0,2,1,1,0.27,0,0.27,0.95,0,329,0.55,165,47,165,0,0.55,71,272,9,13
1052,P_Jones,28,Defender,Manchester United,England,1263,652,611,18,9,9,0,0,0,1,0,1,0,0,4,0,4,16,9,7,1,0,0.07,0.07,0,0,0,0,1.14,79,70,1263,1263,0.07,299,189,51,24
1053,P_Billing,24,Midfielder,Huddersfield Town,Denmark,2192,1106,1086,27,13,14,2,1,1,0,0,0,0,0,5,3,2,41,17,24,7,0,0.08,0,0.08,0.08,0.08,1096,1.68,53,81,313,0,0.29,185,372,-1,4
1054,P_Foden,20,Midfielder,Manchester City,England,327,279,48,13,10,3,1,1,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0.28,0,0.28,0.32,0,327,0,0,25,0,0,0,67,386,-1,11
1055,P_Sandler,23,Defender,Manchester City,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1056,P-Emerick_Aubameyang,31,Forward,Arsenal,Gabon,2731,1418,1313,36,19,17,22,13,9,5,4,1,4,1,8,7,1,40,14,26,0,0,0.89,0.16,0.73,0.83,0.62,124,1.32,68,76,0,546,0,3,88,-1,1
1057,P-Emile_HÃ¸jbjerg,25,Midfielder,Southampton,Denmark,2764,1416,1348,31,16,15,4,2,2,3,2,1,0,0,4,1,3,52,23,29,10,2,0.23,0.1,0.13,0.13,0.13,691,1.69,53,89,251,921,0.36,136,148,-1,5
1058,R_Ghezzal,28,Forward,Leicester City,Algeria,738,455,283,19,12,7,1,1,0,0,0,0,0,0,3,2,1,12,6,6,3,0,0.12,0,0.12,0.2,0,738,1.46,62,39,246,0,0.37,140,322,-1,12
1059,R_Euclides_Soares_Camacho,20,Midfielder,Liverpool,Portugal,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1060,R_Sterling,26,Forward,Manchester City,England,2777,1256,1521,34,16,18,17,12,5,10,6,4,0,0,18,7,11,19,9,10,3,0,0.88,0.32,0.55,0.86,0.3,163,0.62,146,82,926,278,0.1,12,14,-1,2
1061,R_van_La_Parra,29,Midfielder,Huddersfield Town,Netherlands,407,168,239,5,2,3,0,0,0,0,0,0,0,0,1,1,0,6,1,5,0,0,0,0,0,0,0,0,1.33,68,81,0,0,0,335,396,-1,23
1062,R_Sobhi,23,Forward,Huddersfield Town,Egypt,75,30,45,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.2,75,19,0,0,0,-1,-1,-1,20
1063,R_Alonso_JimÃ©nez_RodrÃ­guez,29,Forward,Wolverhampton Wanderers,Mexico,3124,1648,1476,38,19,19,13,8,5,7,4,3,2,0,9,7,2,39,20,19,4,0,0.58,0.2,0.37,0.44,0.3,240,1.12,80,82,781,446,0.12,42,63,-1,1
1064,R_Healey,26,Forward,Cardiff City,England,49,17,32,3,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1.84,49,16,0,0,0,-1,-1,-1,14
1065,R_Domingos_Barbosa_Pereira,27,Defender,Leicester City,Portugal,3125,1526,1599,35,17,18,2,2,0,6,3,3,0,0,10,6,4,40,16,24,7,0,0.23,0.17,0.06,0.12,0,1563,1.15,78,89,446,521,0.2,214,84,52,7
1066,R_de_Andrade,23,Forward,Everton,Brazil,2679,1283,1396,35,17,18,13,7,6,1,1,0,0,0,14,9,5,32,15,17,6,1,0.47,0.03,0.44,0.49,0.39,206,1.08,84,77,383,2679,0.24,28,250,-1,1
1067,R_Mahrez,29,Midfielder,Manchester City,Algeria,1339,647,692,27,14,13,7,1,6,4,2,2,0,1,13,6,7,9,4,5,0,0,0.74,0.27,0.47,0.14,0.78,191,0.6,149,50,0,335,0,22,32,-1,6
1068,R_Holding,25,Defender,Arsenal,England,807,501,306,10,6,4,0,0,0,0,0,0,0,0,2,2,0,10,5,5,1,0,0,0,0,0,0,0,1.12,81,81,807,0,0.11,389,411,47,24
1069,R_Brady,28,Midfielder,Burnley,Republic of Ireland,715,390,325,16,9,7,0,0,0,1,0,1,0,0,2,1,1,12,8,4,4,1,0.13,0.13,0,0,0,0,1.51,60,45,143,715,0.63,268,108,-1,13
1070,R_Kenedy_Nunes_do_Nascimento,24,Midfielder,Newcastle United,Brazil,1344,611,733,25,13,12,1,0,1,1,1,0,0,1,8,3,5,17,9,8,1,0,0.13,0.07,0.07,0,0.12,1344,1.14,79,54,1344,1344,0.07,193,184,-1,9
1071,R_Snodgrass,33,Midfielder,West Ham United,Scotland,2222,1108,1114,33,16,17,2,1,1,5,4,1,0,0,6,3,3,31,16,15,10,0,0.28,0.2,0.08,0.08,0.08,1111,1.26,72,67,222,444,0.41,188,64,-1,8
1072,R_Firmino,29,Forward,Liverpool,Brazil,2620,1347,1273,34,16,18,12,7,5,6,3,3,1,0,18,9,9,13,7,6,0,0,0.62,0.21,0.41,0.47,0.35,218,0.45,202,77,0,437,0,32,62,-1,3
1073,R_Maximiliano_Pereyra,30,Forward,Watford,Argentina,2825,1467,1358,33,17,16,6,5,1,1,0,1,0,0,5,3,2,52,27,25,3,0,0.22,0.03,0.19,0.31,0.07,471,1.66,54,86,942,2825,0.1,97,251,-1,4
1074,R_SaÃ¯ss,30,Midfielder,Wolverhampton Wanderers,Morocco,1144,544,600,19,8,11,2,1,1,0,0,0,0,0,4,3,1,16,6,10,7,0,0.16,0,0.16,0.17,0.15,572,1.26,72,60,163,0,0.55,115,264,-1,7
1075,R_Lukaku,27,Forward,Manchester United,Belgium,2130,982,1148,32,16,16,12,4,8,0,0,0,0,0,7,2,5,36,14,22,4,0,0.51,0,0.51,0.37,0.63,178,1.52,59,67,533,0,0.17,16,305,-1,2
1076,R,31,Forward,Newcastle United,Venezuela,2609,1343,1266,32,16,16,11,6,5,7,5,2,0,0,10,5,5,29,14,15,1,0,0.62,0.24,0.38,0.4,0.36,237,1,90,82,2609,373,0.03,40,43,-1,2
1077,R_Barkley,27,Midfielder,Chelsea,England,1241,432,809,27,11,16,3,1,2,5,2,3,0,0,11,5,6,13,5,8,1,0,0.58,0.36,0.22,0.21,0.22,414,0.94,95,46,1241,248,0.07,84,12,-1,7
1078,R_Diogo_Da_Silva_Neves,23,Midfielder,Wolverhampton Wanderers,Portugal,3009,1451,1558,35,17,18,4,3,1,3,2,1,2,0,8,6,2,40,19,21,8,0,0.21,0.09,0.12,0.19,0.06,752,1.2,75,86,376,1003,0.24,145,162,-1,3
1079,R_GonÃ§alo_Silva_Nascimento_Vinagre,21,Defender,Wolverhampton Wanderers,Portugal,703,514,189,17,12,5,0,0,0,0,0,0,0,0,5,4,1,9,6,3,1,0,0,0,0,0,0,0,1.15,78,41,703,0,0.13,406,323,54,15
1080,R_Loftus-Cheek,24,Midfielder,Chelsea,England,983,507,476,24,12,12,6,3,3,2,2,0,0,0,12,9,3,8,2,6,0,0,0.73,0.18,0.55,0.53,0.57,164,0.73,123,41,0,492,0,11,83,-1,3
1081,R_Pedro_dos_Santos_PatrÃ­cio,32,Goalkeeper,Wolverhampton Wanderers,Portugal,3330,1620,1710,37,18,19,0,0,0,0,0,0,0,0,8,6,2,43,20,23,0,0,0,0,0,0,0,0,1.16,77,90,0,0,0,405,328,56,19
1082,R_Bennett,30,Defender,Wolverhampton Wanderers,England,3060,1710,1350,34,19,15,1,1,0,0,0,0,0,0,9,7,2,36,20,16,12,0,0.03,0,0.03,0.05,0,3060,1.06,85,90,255,0,0.35,256,304,40,10
1083,R_Bertrand,31,Defender,Southampton,England,2160,1170,990,24,13,11,1,1,0,0,0,0,0,0,6,3,3,36,15,21,8,0,0.04,0,0.04,0.08,0,2160,1.5,60,90,270,0,0.33,245,366,117,13
1084,R_Fraser,26,Midfielder,AFC Bournemouth,Scotland,3173,1605,1568,38,19,19,7,5,2,14,5,9,0,0,10,6,4,61,23,38,2,0,0.6,0.4,0.2,0.28,0.11,453,1.73,52,84,1587,227,0.06,95,9,-1,3
1085,R_Fredericks,28,Midfielder,West Ham United,England,1085,404,681,15,5,10,1,1,0,0,0,0,0,0,3,2,1,13,1,12,5,0,0.08,0,0.08,0.22,0,1085,1.08,83,72,217,0,0.41,189,340,-1,11
1086,R_Giles,20,Midfielder,Wolverhampton Wanderers,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1087,R_Guno_Babel,34,Forward,Fulham,Netherlands,1260,668,592,16,9,7,5,3,2,3,3,0,0,0,3,2,1,24,12,12,3,0,0.57,0.21,0.36,0.4,0.3,252,1.71,53,79,420,420,0.21,47,61,-1,3
1088,R_Schofield,21,Goalkeeper,Huddersfield Town,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1089,R_Sessegnon,20,Defender,Fulham,England,2298,1095,1203,35,18,17,2,1,1,6,3,3,0,0,4,3,1,58,22,36,0,0,0.31,0.23,0.08,0.08,0.07,1149,2.27,40,66,0,383,0,182,53,168,6
1090,S_ManÃ©,28,Forward,Liverpool,Senegal,3086,1643,1443,36,19,17,22,18,4,1,0,1,0,0,20,12,8,18,8,10,2,0,0.67,0.03,0.64,0.99,0.25,140,0.52,171,86,1543,3086,0.06,4,249,-1,1
1091,S_Gallagher,25,Forward,Southampton,England,30,7,23,4,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,17
1092,S_Surridge,22,Forward,AFC Bournemouth,England,11,0,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,15
1093,S_Vokes,31,Forward,Burnley,Wales,913,455,458,20,10,10,3,2,1,0,0,0,0,0,4,2,2,18,9,9,0,0,0.3,0,0.3,0.4,0.2,304,1.77,51,46,0,0,0,64,351,-1,3
1094,S_Woods,22,Defender,Crystal Palace,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1095,S_Nasri,33,Midfielder,West Ham United,France,246,102,144,5,2,3,0,0,0,2,2,0,0,0,1,1,0,2,1,1,0,0,0.73,0.73,0,0,0,0,0.73,123,49,0,123,0,-1,-1,-1,15
1096,S_Ramirez,25,Forward,Everton,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1097,S_Dann,33,Defender,Crystal Palace,England,660,360,300,10,4,6,0,0,0,1,0,1,0,0,3,2,1,7,4,3,1,0,0.14,0.14,0,0,0,0,0.95,94,66,660,660,0.14,276,101,24,14
1098,S_McTominay,24,Midfielder,Manchester United,England,861,345,516,16,7,9,2,0,2,0,0,0,0,0,3,1,2,17,6,11,1,0,0.21,0,0.21,0,0.35,431,1.78,51,54,861,0,0.1,91,303,-1,8
1099,S_KolaÅ¡inac,27,Defender,Arsenal,Bosnia and Herzegovina,1891,1127,764,24,14,10,0,0,0,5,3,2,0,0,5,5,0,26,10,16,5,0,0.24,0.24,0,0,0,0,1.24,73,79,378,378,0.24,285,45,75,22
1100,S©amus_Coleman,32,Defender,Everton,Republic of Ireland,2560,1333,1227,29,15,14,2,2,0,2,0,2,0,0,13,8,5,29,15,14,1,0,0.14,0.07,0.07,0.14,0,1280,1.02,88,88,2560,1280,0.04,197,178,34,8
1101,S_Longstaff,23,Midfielder,Newcastle United,England,688,355,333,9,4,5,1,1,0,0,0,0,0,0,3,3,0,8,1,7,2,0,0.13,0,0.13,0.25,0,688,1.05,86,76,344,0,0.26,135,263,-1,11
1102,S_Morrison,29,Defender,Cardiff City,England,3040,1600,1440,34,18,16,1,0,1,3,2,1,0,0,9,4,5,57,34,23,6,0,0.12,0.09,0.03,0,0.06,3040,1.69,53,89,507,1013,0.18,255,164,140,8
1103,S_PrÃ¶dl,33,Defender,Watford,Austria,13,0,13,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,22
1104,S_Aurier,28,Defender,Tottenham Hotspur,CÃ´te d'Ivoire,564,136,428,8,2,6,0,0,0,2,0,2,0,0,3,0,3,9,2,7,1,0,0.32,0.32,0,0,0,0,1.44,63,71,564,282,0.16,351,15,108,27
1105,S_Aguero,32,Forward,Manchester City,Argentina,2480,1125,1355,33,16,17,21,15,6,8,5,3,2,0,19,8,11,15,8,7,3,0,1.05,0.29,0.76,1.2,0.4,118,0.54,165,75,827,310,0.11,1,28,-1,1
1106,S_GermÃ¡n_Romero,33,Goalkeeper,Manchester United,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1107,S_Rico,27,Goalkeeper,Fulham,Spain,2610,1350,1260,29,15,14,0,0,0,0,0,0,0,0,5,3,2,53,24,29,1,0,0,0,0,0,0,0,1.83,49,90,2610,0,0.03,320,406,153,21
1108,S_Duffy,29,Defender,Brighton & Hove Albion,Republic of Ireland,3088,1558,1530,35,18,17,5,2,3,1,1,0,0,0,7,5,2,51,23,28,5,1,0.17,0.03,0.15,0.12,0.18,618,1.49,61,88,515,3088,0.17,123,253,115,2
1109,S_Long,33,Forward,Southampton,Republic of Ireland,1269,629,640,26,15,11,5,3,2,1,1,0,0,0,5,2,3,20,7,13,3,0,0.43,0.07,0.35,0.43,0.28,254,1.42,63,49,423,1269,0.21,51,182,-1,4
1110,S_Okazaki,34,Forward,Leicester City,Japan,269,126,143,21,13,8,0,0,0,1,0,1,0,0,2,2,0,1,0,1,0,0,0.33,0.33,0,0,0,0,0.33,269,13,0,269,0,-1,-1,-1,19
1111,S_Mustafi,28,Defender,Arsenal,Germany,2617,1263,1354,31,15,16,2,0,2,0,0,0,0,0,6,5,1,36,12,24,9,0,0.07,0,0.07,0,0.13,1309,1.24,73,84,291,0,0.31,201,378,74,9
1112,S_Francis,35,Defender,AFC Bournemouth,England,1226,675,551,17,9,8,0,0,0,2,1,1,0,0,5,3,2,23,11,12,1,0,0.15,0.15,0,0,0,0,1.69,53,72,1226,613,0.07,360,99,138,26
1113,S_Mignolet,32,Goalkeeper,Liverpool,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1114,S_Papastathopoulos,32,Defender,Arsenal,Greece,2199,1119,1080,25,13,12,1,0,1,2,2,0,0,0,6,6,0,31,9,22,12,0,0.12,0.08,0.04,0,0.08,2199,1.27,71,88,183,1100,0.49,234,173,82,12
1115,S_March,26,Midfielder,Brighton & Hove Albion,England,2473,1153,1320,35,16,19,1,1,0,5,1,4,0,0,6,4,2,39,13,26,1,0,0.22,0.18,0.04,0.08,0,2473,1.42,63,71,2473,495,0.04,242,82,-1,11
1116,S_Bamba,35,Defender,Cardiff City,CÃ´te d'Ivoire,2475,1260,1215,28,14,14,4,2,2,1,1,0,0,0,7,4,3,46,23,23,7,0,0.18,0.04,0.15,0.14,0.15,619,1.67,54,88,354,2475,0.25,118,222,136,4
1117,S_Marius_Johansen,29,Midfielder,Fulham,Norway,412,130,282,12,5,7,0,0,0,0,0,0,0,0,0,0,0,11,1,10,4,0,0,0,0,0,0,0,2.4,37,34,103,0,0.87,318,401,-1,24
1118,S_Okaka,31,Forward,Watford,Italy,22,9,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4.09,22,11,22,0,4.09,-1,-1,-1,16
1119,S_Lichtsteiner,36,Defender,Arsenal,Switzerland,940,408,532,14,7,7,0,0,0,0,0,0,0,0,2,2,0,18,4,14,3,0,0,0,0,0,0,0,1.72,52,67,313,0,0.29,387,407,147,25
1120,S_Ward,35,Defender,Burnley,Republic of Ireland,230,74,156,3,1,2,0,0,0,0,0,0,0,0,1,0,1,6,3,3,1,0,0,0,0,0,0,0,2.35,38,77,230,0,0.39,-1,-1,-1,20
1121,S_Cook,29,Defender,AFC Bournemouth,England,2787,1350,1437,31,15,16,1,0,1,1,0,1,0,0,9,6,3,53,17,36,3,0,0.06,0.03,0.03,0,0.06,2787,1.71,53,90,929,2787,0.1,254,243,145,9
1122,S_MouniÃ©,26,Forward,Huddersfield Town,Benin,1777,1009,768,31,16,15,2,2,0,3,1,2,0,0,5,3,2,34,15,19,2,1,0.25,0.15,0.1,0.18,0,889,1.72,52,57,592,592,0.15,168,90,-1,6
1123,S_Davis,36,Midfielder,Southampton,Northern Ireland,96,6,90,3,2,1,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0.94,0.94,0,0,0,0,2.81,32,32,0,96,0,-1,-1,-1,22
1124,S_Defour,32,Midfielder,Burnley,Belgium,452,172,280,6,2,4,0,0,0,0,0,0,0,0,1,0,1,12,5,7,0,0,0,0,0,0,0,0,2.39,38,75,0,0,0,264,321,-1,14
1125,S_Armstrong,28,Midfielder,Southampton,Scotland,1432,469,963,29,11,18,3,1,2,2,1,1,0,0,4,1,3,23,8,15,2,0,0.31,0.13,0.19,0.19,0.19,477,1.45,62,49,716,716,0.13,98,114,-1,6
1126,S_Kaikai,25,Midfielder,Crystal Palace,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1127,S-Yeung_Ki,31,Midfielder,Newcastle United,South Korea,1302,824,478,18,10,8,0,0,0,1,1,0,0,0,5,2,3,18,12,6,2,0,0.07,0.07,0,0,0,0,1.24,72,72,651,1302,0.14,349,179,-1,20
1128,T_Chong,21,Forward,Manchester United,Netherlands,36,0,36,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.5,36,18,0,0,0,-1,-1,-1,20
1129,T_Kongolo,26,Defender,Huddersfield Town,Netherlands,2722,1405,1317,32,17,15,1,0,1,1,0,1,0,0,4,3,1,62,27,35,4,0,0.07,0.03,0.03,0,0.07,2722,2.05,44,85,681,2722,0.13,261,236,165,10
1130,T_Walcott,31,Forward,Everton,England,2122,1114,1008,37,19,18,5,3,2,2,2,0,0,0,13,9,4,33,18,15,1,0,0.3,0.08,0.21,0.24,0.18,424,1.4,64,57,2122,1061,0.04,90,170,-1,4
1131,T_Ream,33,Defender,Fulham,USA,2051,943,1108,26,13,13,0,0,0,0,0,0,0,0,5,3,2,47,18,29,1,0,0,0,0,0,0,0,2.06,44,79,2051,0,0.04,265,320,167,12
1132,T_Eyoma,20,Defender,Tottenham Hotspur,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1133,T_Fosu-Mensah,23,Defender,Fulham,Netherlands,795,499,296,12,6,6,0,0,0,0,0,0,0,0,1,1,0,18,9,9,3,0,0,0,0,0,0,0,2.04,44,66,265,0,0.34,319,408,164,22
1134,T_Alderweireldf,31,Defender,Tottenham Hotspur,Belgium,2924,1549,1375,34,18,16,0,0,0,0,0,0,0,0,12,6,6,28,15,13,3,0,0,0,0,0,0,0,0.86,104,86,975,0,0.09,356,275,20,20
1135,T_Cairney,29,Midfielder,Fulham,Scotland,2198,1107,1091,31,16,15,1,1,0,1,1,0,0,0,4,3,1,49,21,28,0,0,0.08,0.04,0.04,0.08,0,2198,2.01,45,71,0,2198,0,238,217,-1,10
1136,T_Cleverley,31,Midfielder,Watford,England,470,102,368,13,4,9,1,0,1,0,0,0,0,0,4,2,2,7,0,7,2,0,0.19,0,0.19,0,0.24,470,1.34,67,36,235,0,0.38,99,298,-1,11
1137,T_Davies,22,Midfielder,Everton,England,975,520,455,16,8,8,0,0,0,0,0,0,0,0,5,3,2,18,12,6,3,0,0,0,0,0,0,0,1.66,54,61,325,0,0.28,416,380,-1,18
1138,T_Heaton,34,Goalkeeper,Burnley,England,1710,900,810,19,10,9,0,0,0,0,0,0,0,0,4,3,1,23,10,13,3,0,0,0,0,0,0,0,1.21,74,90,570,0,0.16,382,354,68,18
1139,T_Smith,28,Defender,Huddersfield Town,England,1141,431,710,15,6,9,0,0,0,0,0,0,0,0,1,0,1,34,12,22,3,1,0,0,0,0,0,0,2.68,34,76,285,0,0.32,334,360,173,24
1140,T_Alexander-Arnold,22,Defender,Liverpool,England,2467,1266,1201,29,15,14,1,0,1,12,8,4,0,0,16,11,5,14,4,10,3,0,0.47,0.44,0.04,0,0.07,2467,0.51,176,85,822,206,0.11,233,6,6,13
1141,T_Deeney,32,Forward,Watford,England,2548,1298,1250,32,16,16,9,3,6,5,1,4,1,0,5,3,2,43,23,20,5,1,0.49,0.18,0.32,0.21,0.43,283,1.52,59,80,425,510,0.21,57,81,-1,2
1142,T_Browning,26,Defender,Everton,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1143,T_Johnson,22,Defender,Southampton,England,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1144,T_Mings,27,Defender,AFC Bournemouth,England,141,7,134,5,2,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2.55,35,28,0,0,0,-1,-1,-1,23
1145,V_Guaita,33,Goalkeeper,Crystal Palace,Spain,1755,1035,720,20,12,8,0,0,0,0,0,0,0,0,7,5,2,21,12,9,2,0,0,0,0,0,0,0,1.08,84,88,878,0,0.1,325,352,45,19
1146,V_Iborra_De_La_Fuente,32,Midfielder,Leicester City,Spain,226,152,74,8,3,5,0,0,0,0,0,0,0,0,3,1,2,4,2,2,0,0,0,0,0,0,0,0,1.59,57,28,0,0,0,-1,-1,-1,14
1147,V­ctor_Camarasa,26,Midfielder,Cardiff City,Spain,2579,1267,1312,32,16,16,5,4,1,4,1,3,1,0,8,4,4,48,25,23,6,0,0.31,0.14,0.17,0.28,0.07,516,1.68,54,81,430,645,0.21,111,106,-1,1
